ContentID,MY_AI,MY_FK,content_quality_finally,dep_DD,dep_MDD
news_plf11s04265,1,1,good,"[36, 134, 147, 38, 62, 116, 18, 64, 30, 47, 163, 147, 29, 32, 102]",3.93581081
news_plf11s04266,1,1,average,"[30, 17, 0, 50, 150, 103, 157, 112, 61, 174, 62, 147, 63, 54, 103, 115, 45, 55, 33, 20, 29, 48, 26, 133, 84]",3.84979424
news_plf11s04267,1,1,good,"[16, 62, 79, 175, 70, 62, 60, 41, 28, 73, 75, 44, 73, 62, 99, 108, 42, 52, 63]",3.33506494
news_plf11s04268,1,1,good,"[36, 62, 93, 77, 64, 75, 36, 45, 43, 61, 26, 50, 22, 42, 24, 33, 79, 21, 27, 19, 26]",2.96604938
news_plf11s04269,1,1,average,"[10, 21, 0, 46, 55, 59, 112, 38, 46, 16, 47, 79, 9, 29, 25, 12, 99, 53, 49, 75, 43, 33, 39, 92, 111, 65, 120, 45]",3.37588652
news_plf11s04270,1,1,good,"[26, 39, 144, 42, 122, 122, 67, 34, 77, 41, 121, 37, 84, 44, 34, 113]",3.57320872
news_plf11s04271,1,1,good,"[22, 49, 58, 196, 23, 45, 53, 52, 131, 15, 85, 98]",3.50423729
news_plf11s04272,1,1,good,"[25, 116, 70, 20, 16, 92, 32, 19, 34, 104, 141, 76, 33, 39]",3.40416667
news_plf11s04273,1,1,good,"[16, 9, 31, 113, 56, 44, 118, 62, 187, 48, 67, 13, 1, 51, 57, 69, 72]",3.14906832
news_plf11s04274,1,1,good,"[46, 40, 60, 207, 44, 81, 66, 56, 23, 65, 38, 79, 29, 64, 81]",3.56
news_plf11s04275,1,1,good,"[21, 17, 42, 62, 155, 15, 18, 73, 82, 98, 31, 64, 56, 85, 9, 52, 10, 42, 74, 123, 132, 101]",3.75206612
news_plf11s04276,1,1,good,"[28, 52, 151, 39, 82, 66, 114, 143, 50, 15, 13, 128, 105, 37, 60, 93]",3.53153153
news_plf11s04277,1,1,good,"[29, 117, 179, 52, 221, 117, 166, 94, 21, 71, 54]",4.09124088
news_plf11s04278,1,1,average,"[15, 13, 67, 54, 63, 171, 43, 44, 89, 106, 10, 38, 66, 64, 92, 31, 103, 82, 52, 110, 76, 64]",3.59653465
news_plf11s04279,1,1,good,"[28, 60, 61, 146, 65, 75, 41, 70, 55, 18, 49, 52, 63, 123, 50, 5]",3.44444444
news_plf11s04280,1,1,average,"[33, 158, 43, 29, 283, 265, 310, 218, 142, 260, 205, 74, 126]",5.75335121
news_plf11s04281,1,1,good,"[63, 0, 126, 262, 47, 83, 94, 174, 116, 102, 38, 77, 49, 68, 72, 76]",4.01944444
news_plf11s04282,1,1,good,"[30, 163, 39, 34, 57, 38, 59, 27, 98, 124, 59, 81, 48, 17]",3.31060606
news_plf11s04283,1,1,good,"[12, 21, 61, 25, 2, 53, 46, 34, 127, 73, 105, 57, 44, 31, 59, 75, 124, 39]",3.26072607
news_plf11s04284,1,1,good,"[19, 80, 109, 28, 45, 31, 82, 102, 63, 82, 91, 46, 111, 55, 33, 144, 98]",3.49283668
news_plf11s04285,1,1,good,"[19, 7, 16, 126, 109, 34, 91, 71, 26, 46, 139, 92, 113, 39, 30]",3.49635036
news_plf11s04286,1,1,average,"[48, 38, 77, 27, 39, 77, 67, 16, 11, 17, 59, 31, 107]",2.90995261
news_plf11s04287,1,1,good,"[35, 34, 70, 50, 149, 134, 167, 123, 56, 111, 62, 49, 78, 65, 66, 81]",3.64383562
news_plf11s04288,1,1,good,"[28, 9, 188, 90, 177, 33, 28, 75, 43, 55, 52, 60, 40, 3, 33, 24, 108, 32, 77, 29, 32, 27, 51]",3.47849462
news_plf11s04289,1,1,good,"[20, 69, 115, 17, 56, 12, 48, 64, 156, 87, 119, 46, 145, 93, 98, 77]",3.87936508
news_plf11s04290,1,1,good,"[32, 23, 93, 28, 65, 110, 10, 30, 80, 25, 20, 5, 19, 35, 47, 66, 54, 103]",2.96491228
news_plf11s04291,1,1,good,"[8, 7, 81, 117, 237, 29, 146, 96, 119, 90, 17, 64, 67, 127, 42, 67, 99, 186, 45]",4.06930693
news_plf11s04292,1,1,good,"[29, 43, 73, 24, 30, 154, 69, 63, 46, 74, 80, 125, 94, 116, 49, 25, 42, 55, 73, 25, 91, 64, 62]",3.47806005
news_plf11s04293,1,1,good,"[5, 26, 0, 83, 84, 35, 77, 64, 165, 34, 7, 159, 104, 119, 49, 66, 122, 20, 62, 124]",3.71693122
news_plf11s04294,1,1,good,"[20, 97, 97, 79, 34, 85, 45, 79, 65, 77, 28, 6, 33, 58, 73]",3.34351145
news_plf11s04295,1,1,average,"[27, 94, 66, 190, 308, 153, 103, 77, 118, 42, 46, 48, 43]",4.33993399
news_plf11s04296,1,1,good,"[15, 59, 29, 80, 65, 172, 152, 93, 48, 62, 91, 11, 112, 70, 112, 12, 59]",3.68545994
news_plf11s04297,1,1,good,"[17, 64, 139, 149, 91, 66, 62, 215, 43, 82, 27, 35, 71, 69, 93, 32, 31]",3.67428571
news_plf11s04298,1,1,good,"[14, 186, 86, 71, 62, 109, 33, 9, 41, 26, 25, 50, 82, 61, 56, 44, 71, 34, 94, 28, 34, 18, 37, 30, 34, 23, 56, 60]",3.17672414
news_plf11s04299,1,1,good,"[25, 32, 123, 22, 28, 36, 63, 128, 47, 102, 18, 54, 56, 50, 35, 26, 62]",3.17132867
news_plf11s04300,1,1,good,"[2, 15, 0, 70, 74, 96, 53, 165, 89, 142, 165, 284, 69, 179, 89]",4.3625731
news_plf11s04301,1,1,average,"[29, 23, 45, 135, 59, 29, 58, 14, 141, 33, 127, 150, 84, 43, 44]",3.47260274
news_plf11s04302,1,1,good,"[57, 92, 253, 33, 240, 45, 172, 56, 45, 118, 195, 204, 163, 25, 62, 143]",4.46713615
news_plf11s04303,1,1,good,"[34, 107, 91, 8, 54, 9, 86, 17, 18, 48, 70, 99, 16, 27, 73, 103, 11, 110, 58]",3.39542484
news_plf11s04305,1,1,average,"[45, 161, 58, 52, 54, 76, 142, 36, 119, 77, 11, 126, 35]",4
news_plf11s04306,1,1,good,"[33, 118, 73, 120, 35, 89, 83, 34, 56, 179, 41, 47, 39, 108]",3.38141026
news_plf11s04307,1,1,good,"[62, 113, 166, 16, 65, 132, 40, 94, 63, 108, 45, 29, 59, 106]",3.66
news_plf11s04308,1,1,good,"[2, 37, 107, 114, 103, 39, 52, 23, 42, 64, 45, 33, 84, 34, 85, 32, 55, 74]",3.203125
news_plf11s04309,1,1,good,"[79, 100, 87, 54, 50, 24, 57, 13, 19, 4, 31, 35, 40, 16, 22, 72, 60, 70, 48, 32]",2.99344262
news_plf11s04310,1,1,good,"[18, 116, 175, 86, 92, 74, 72, 114, 23, 112, 204, 41, 126, 14]",3.93478261
news_plf11s04311,1,1,good,"[3, 26, 40, 80, 45, 66, 113, 30, 76, 45, 55, 161, 101, 38, 16, 54, 58, 88, 26]",3.503125
news_plf11s04312,1,1,good,"[28, 34, 94, 87, 64, 100, 74, 91, 93, 96, 257, 84, 54, 36]",4.05442177
news_plf11s04313,1,1,good,"[81, 27, 66, 76, 280, 12, 54, 52, 125, 149, 15, 17, 83, 12, 55, 93, 53, 134, 73, 111, 236, 113]",4.13146552
news_plf11s04314,1,1,good,"[4, 12, 27, 52, 237, 28, 88, 65, 26, 48, 44, 39, 18]",3.33980583
news_plf11s04315,1,1,good,"[40, 96, 83, 72, 64, 49, 100, 43, 45, 154, 87]",3.68584071
news_plf11s04316,1,1,good,"[49, 249, 137, 39, 153, 123, 40, 132, 141, 240, 129]",4.43343653
news_plf11s04317,1,1,good,"[29, 1, 0, 48, 32, 185, 96, 125, 118, 55, 11, 125, 60]",3.81465517
news_plf11s04318,1,1,average,"[75, 71, 95, 187, 21, 92, 36, 83, 11, 65, 95, 11, 44, 38, 39, 11, 25, 91, 47, 73, 40, 36]",3.57222222
news_plf11s04319,1,1,average,"[45, 44, 43, 81, 18, 54, 70, 100, 175, 149, 70, 54, 76, 47, 88, 50, 126, 87]",3.86797753
news_plf11s04321,1,1,good,"[29, 56, 41, 139, 129, 50, 78, 303, 245, 245, 222, 160, 209, 197, 219, 101, 0, 176, 86, 105]",5.25423729
news_plf11s04322,1,1,good,"[16, 94, 97, 49, 71, 146, 157, 66, 15, 28, 43, 80, 54]",3.664
news_plf11s04323,1,1,average,"[37, 218, 46, 125, 42, 67, 104, 47, 67, 47, 100, 26, 57, 104, 50, 55, 62]",3.87037037
news_plf11s04324,1,1,good,"[15, 68, 55, 42, 21, 81, 37, 23, 81, 60, 54, 11, 85, 9, 13, 42, 64, 74, 39, 58, 118]",3.115727
news_plf11s04325,1,1,good,"[28, 160, 84, 164, 66, 59, 61, 52, 107, 21, 188, 150, 130, 43, 103]",4.23952096
news_plf11s04326,1,1,good,"[23, 75, 101, 36, 115, 73, 22, 73, 42, 48, 35, 98, 19, 35, 88, 46, 50, 55, 133, 20]",3.30640669
news_plf11s04327,1,1,good,"[60, 0, 45, 187, 38, 6, 100, 96, 109, 38, 60, 58, 59, 80, 77, 38]",3.59931507
news_plf11s04328,1,1,good,"[39, 53, 25, 4, 19, 39, 209, 12, 116, 38, 13, 42, 31, 25, 49, 82, 57, 55, 24]",3.28169014
news_plf11s04329,1,1,good,"[33, 68, 102, 115, 78, 17, 83, 160, 26, 116, 129, 69, 104, 57]",3.74433657
news_plf11s04331,1,1,good,"[7, 5, 33, 170, 34, 18, 12, 90, 80, 23, 47, 71, 71, 102, 13, 45, 46, 44, 40, 41, 105, 50, 42]",3.27548209
news_plf11s04332,1,1,good,"[13, 51, 120, 74, 17, 37, 61, 124, 69, 132, 33, 86, 40]",3.45564516
news_plf11s04333,1,1,average,"[38, 111, 32, 105, 217, 49, 161, 28, 79, 7, 48, 32, 128, 66, 74, 77]",3.81707317
news_plf11s04334,1,1,good,"[54, 0, 43, 110, 86, 89, 51, 71, 145, 58, 43, 23, 39, 48, 22, 54, 84, 97, 94, 132]",3.51570681
news_plf11s04335,1,1,good,"[2, 29, 23, 73, 119, 95, 46, 22, 43, 52, 41, 29, 61, 59, 21, 21, 61, 52, 20, 30, 52, 27, 20, 89]",3.0968661
news_plf11s04336,1,1,good,"[17, 8, 160, 63, 114, 64, 184, 124, 51, 27, 97, 97, 21, 70]",3.98909091
news_plf11s04337,1,1,good,"[32, 0, 69, 199, 149, 120, 39, 64, 39, 113, 34, 89, 28]",3.5326087
news_plf11s04338,1,1,good,"[4, 21, 40, 95, 109, 48, 51, 65, 51, 170, 63, 65, 130, 46, 77, 121, 56, 14, 26]",3.63953488
news_plf11s04339,1,1,good,"[5, 10, 54, 57, 248, 64, 169, 63, 66, 15, 130, 159, 56, 39, 53, 17]",3.97689769
news_plf11s04341,1,1,good,"[18, 34, 107, 96, 141, 0, 76, 23, 6, 140, 83, 95, 50, 232, 40, 188, 55, 64, 83]",3.90561224
news_plf11s04342,1,1,good,"[53, 76, 170, 53, 75, 13, 119, 54, 72, 80, 65, 180, 58, 145, 81, 273, 193, 80, 42]",4.40749415
news_plf11s04343,1,1,average,"[18, 121, 93, 137, 106, 122, 38, 132, 43, 124, 103, 81, 51, 103, 247]",4.05066667
news_plf11s04344,1,1,average,"[24, 84, 48, 116, 223, 89, 124, 3, 74, 53, 170, 11, 88, 16, 27, 98, 16, 122, 55, 27, 26, 59]",3.8825
news_plf11s04345,1,1,good,"[1, 24, 50, 264, 75, 84, 75, 84, 11, 45, 33, 58, 44, 8, 59, 80, 30]",3.39403974
news_plf11s04346,1,1,average,"[43, 54, 7, 59, 18, 333, 53, 50, 57, 29, 35, 50, 42, 12, 50, 40, 50]",3.44561404
news_plf11s04347,1,1,average,"[93, 52, 92, 102, 41, 51, 39, 69, 39, 54, 64, 121, 174]",3.65682657
news_plf11s04348,1,1,good,"[33, 0, 27, 203, 11, 52, 110, 41, 45, 70, 68, 27, 56, 61, 55, 83, 206, 47]",3.58858859
news_plf11s04349,1,1,good,"[24, 69, 136, 118, 197, 119, 40, 45, 47, 74, 70, 39, 52, 124, 29, 91, 148]",3.8328841
news_plf11s04350,1,1,good,"[36, 51, 294, 58, 16, 31, 37, 16, 90, 99, 35, 71, 117, 60]",3.71691176
news_plf11s04351,1,1,good,"[38, 88, 99, 62, 137, 82, 85, 55, 95, 78, 62, 57, 57, 83, 89, 50]",3.56891496
news_plf11s04352,1,1,good,"[36, 47, 104, 191, 32, 74, 94, 49, 73, 48, 59, 61, 10, 47, 15]",3.4057971
news_plf11s04353,1,1,good,"[53, 7, 85, 60, 54, 213, 104, 86, 33, 47, 54, 92, 116, 47, 71, 104]",3.60588235
news_plf11s04354,1,1,good,"[29, 56, 174, 84, 73, 94, 75, 91, 29, 111, 26, 74, 117, 111, 109]",3.85538462
news_plf11s04355,1,1,good,"[16, 79, 67, 56, 10, 76, 171, 49, 54, 32, 130, 41, 117, 29, 29, 41, 86]",3.44904459
news_plf11s04356,1,1,good,"[40, 66, 247, 50, 22, 42, 68, 121, 77, 70, 83, 51, 136, 47, 42, 39, 54, 80, 73]",3.88950276
news_plf11s04357,1,1,average,"[26, 81, 88, 70, 37, 40, 46, 98, 49, 94, 99, 64, 85, 42, 23, 64, 35, 50, 85, 72]",3.3458445
news_plf11s04364,1,1,average,"[18, 212, 119, 70, 46, 15, 105, 74, 94, 37, 64]",3.55833333
news_plf11s04365,1,1,good,"[23, 84, 177, 89, 71, 135, 75, 50, 112, 84, 107, 125, 57, 174]",3.89428571
news_plf11s04366,1,1,good,"[44, 0, 248, 134, 85, 118, 170, 108, 61, 86, 158, 83, 44, 83, 62, 162]",4.27532468
news_plf11s04367,1,1,good,"[3, 8, 41, 61, 89, 99, 72, 129, 63, 84, 62, 79, 99, 60, 20, 62]",3.61754386
news_plf11s04368,1,1,good,"[27, 77, 44, 160, 75, 77, 79, 17, 117, 87, 41, 103, 61, 112]",3.57807309
news_plf11s04369,1,1,good,"[49, 36, 254, 233, 18, 80, 170, 33, 45, 111, 79, 99, 70, 70, 35, 103, 92]",4.25067385
news_plf11s04371,1,1,average,"[47, 29, 100, 42, 116, 24, 131, 27, 138, 155, 49, 49]",3.85957447
news_plf11s04372,1,1,good,"[25, 39, 67, 308, 112, 52, 100, 176, 76, 49, 148, 41, 130]",4.29545455
news_plf11s04373,1,1,average,"[33, 135, 109, 25, 113, 94, 81, 54, 128, 31, 88, 81]",3.73846154
news_plf11s04374,1,1,good,"[24, 29, 118, 92, 60, 213, 91, 58, 78, 139, 100, 67, 81, 78, 48, 115, 85, 105]",3.96240602
news_plf11s04375,1,1,good,"[41, 115, 13, 66, 41, 44, 35, 42, 34, 66, 46, 77, 123, 93, 41, 62, 64, 107, 78, 214]",3.75871314
news_plf11s04376,1,1,good,"[67, 215, 68, 138, 59, 72, 95, 49, 73, 116]",3.88571429
news_plf11s04377,1,1,average,"[20, 0, 31, 103, 64, 36, 0, 104, 128, 111, 67, 104, 140, 90, 32, 129, 36, 91]",3.56232687
news_plf11s04378,1,1,average,"[22, 25, 73, 68, 101, 171, 74, 53, 141, 60, 49, 80, 71, 75]",3.60338983
news_plf11s04380,1,1,good,"[30, 95, 71, 20, 43, 81, 73, 18, 81, 76, 14, 42, 81, 80, 11, 53, 54, 48]",3.20462046
news_plf11s04381,1,1,average,"[26, 170, 37, 98, 51, 83, 106, 77, 181, 8, 103, 56, 71, 57, 86]",3.85350318
news_plf11s04383,1,1,good,"[39, 60, 94, 77, 38, 72, 68, 54, 165, 38, 12, 60, 55, 106]",3.46125461
news_plf11s04384,1,1,good,"[32, 223, 85, 111, 103, 27, 19, 15, 32, 47, 87, 43, 7, 20, 77, 58, 56, 60, 13, 98, 26, 55, 15, 14, 100, 31, 34, 57, 38, 78, 62]",3.35867446
news_plf11s04385,1,1,good,"[24, 56, 79, 127, 52, 125, 83, 37, 149, 82, 126, 195, 42, 101, 77, 265, 103]",3.91590909
news_plf11s04387,1,1,average,"[59, 80, 189, 135, 119, 175, 97, 186, 97, 127, 51]",4.16139241
news_plf11s04388,1,1,good,"[14, 4, 0, 77, 39, 88, 82, 36, 32, 21, 32, 16, 53, 52, 94, 56, 29, 68, 59, 55]",3.03344482
news_plf11s04389,1,1,good,"[43, 283, 236, 132, 77, 127, 102, 126, 89, 82, 20, 100, 79, 101, 93, 177]",4.36214953
news_plf11s04390,1,1,average,"[17, 5, 0, 57, 221, 46, 39, 112, 96, 93, 135, 66, 135]",3.84210526
news_plf11s04391,1,1,average,"[25, 75, 93, 88, 19, 89, 101, 109, 27, 57, 140, 51, 25, 91, 51, 48, 86, 24]",3.746875
news_plf11s04392,1,1,average,"[53, 96, 81, 59, 92, 36, 66, 64, 83, 67, 129, 41]",3.67372881
news_plf11s04394,1,1,good,"[43, 200, 5, 42, 44, 28, 80, 80, 26, 54, 71, 98, 59, 41, 172, 32, 14, 19, 19, 52, 56, 81, 82]",3.62176166
news_plf11s04395,1,1,good,"[20, 58, 295, 13, 47, 49, 121, 53, 77, 98]",3.74324324
news_plf11s04396,1,1,good,"[35, 60, 84, 164, 103, 19, 57, 42, 94, 66, 47, 74, 41]",3.34339623
news_plf11s04397,1,1,good,"[43, 48, 107, 135, 32, 102, 35, 266, 104, 70, 63, 56, 110, 84, 114]",4.06231454
news_plf11s04398,1,1,good,"[3, 2, 131, 59, 68, 135, 52, 19, 43, 24, 37, 11, 36, 30, 56, 69, 60, 50, 88, 46, 94, 50, 70, 87]",3.36734694
news_plf11s04399,1,1,good,"[48, 174, 67, 86, 70, 75, 80, 58, 84, 58, 50, 134]",3.53956835
news_plf11s04400,1,1,average,"[52, 112, 49, 149, 56, 57, 83, 82, 151, 117, 178]",3.97802198
news_plf11s04401,1,1,average,"[24, 144, 80, 87, 51, 60, 58, 42, 30, 54, 19, 57, 64, 67, 35]",3.2659176
news_plf11s04402,1,1,good,"[2, 4, 226, 55, 160, 89, 47, 52, 75, 60, 40, 33]",3.78026906
news_plf11s04403,1,1,average,"[0, 25, 117, 86, 91, 45, 86, 54, 48, 70, 67, 63, 16, 59]",3.32128514
news_plf11s04404,1,1,good,"[4, 39, 75, 190, 86, 156, 87, 173, 89, 73, 26, 104, 104]",4.02
news_plf11s04405,1,1,good,"[27, 39, 197, 32, 193, 69, 44, 101, 143, 63, 36, 151, 182, 131]",4.12903226
news_plf11s04406,1,1,good,"[17, 2, 34, 29, 64, 131, 35, 54, 105, 34, 63, 126, 102, 57, 75, 73, 39, 21, 59, 60, 101, 63]",3.38539043
news_plf11s04407,1,1,good,"[18, 17, 22, 106, 59, 61, 37, 51, 71, 64, 60, 28, 71, 104, 57, 54, 52]",3.11705686
news_plf11s04409,1,1,good,"[41, 104, 178, 55, 0, 96, 182, 25, 25, 57, 139, 79, 36, 48, 19, 58, 57, 49, 66, 56, 72, 19, 126, 131]",3.78414097
news_plf11s04410,1,1,good,"[7, 17, 0, 156, 48, 119, 62, 76, 66, 65, 33, 35, 19, 80, 29, 55, 246, 48, 62, 57]",3.55555556
news_plf11s04411,1,1,average,"[39, 69, 64, 113, 75, 32, 28, 146, 116, 33, 7, 58, 42, 18, 58, 18, 38, 21, 68, 8, 47, 77, 38]",3.29619565
news_plf11s04412,1,1,average,"[49, 23, 106, 54, 65, 186, 24, 103, 116, 46, 6, 69]",3.51452282
news_plf11s04413,1,1,average,"[11, 126, 76, 4, 148, 53, 27, 70, 73, 66, 143, 55, 72, 33]",3.44244604
news_plf11s04414,1,1,good,"[2, 9, 39, 125, 148, 94, 26, 143, 41, 61, 102, 42, 99]",3.6798419
news_plf11s04416,1,1,average,"[5, 5, 44, 101, 170, 25, 24, 35, 53, 19, 28, 38, 70, 30, 50, 41, 37, 57, 47, 6, 56, 39, 72]",3.08504399
news_plf11s04417,1,1,good,"[65, 1, 37, 96, 112, 176, 171, 81, 117, 130, 91, 140, 261, 272, 200, 198, 323, 41]",5.33333333
news_plf11s04418,1,1,good,"[56, 0, 44, 171, 93, 43, 4, 22, 126, 49, 60, 79, 79, 63, 111, 55, 64, 83, 85]",3.55524862
news_plf11s04419,1,1,average,"[22, 183, 72, 65, 23, 11, 12, 51, 102, 39, 145]",3.34101382
news_plf11s04420,1,1,average,"[15, 11, 0, 51, 69, 261, 46, 115, 74, 37, 60, 56, 113, 80, 87, 78]",3.63722397
news_plf11s04421,1,1,good,"[26, 229, 49, 39, 42, 74, 108, 21, 162, 75, 34, 31, 48, 66, 101, 86]",3.73354232
news_plf11s04422,1,1,good,"[14, 20, 66, 76, 29, 55, 77, 38, 117, 64, 17, 33, 123, 108, 18, 52, 63, 41, 48, 68]",3.26666667
news_plf11s04423,1,1,good,"[52, 110, 72, 47, 28, 16, 4, 44, 65, 19, 187, 47, 78, 21, 51, 30, 57]",3.3381295
news_plf11s04424,1,1,good,"[9, 3, 0, 143, 190, 13, 193, 81, 55, 41, 53, 83, 35, 72, 127]",3.89361702
news_plf11s04425,1,1,average,"[45, 98, 38, 74, 168, 88, 72, 38, 39, 171, 115, 122, 71, 84, 44, 130, 79]",4.04383562
news_plf11s04426,1,1,good,"[14, 18, 109, 85, 28, 79, 46, 75, 52, 125, 102, 32, 98]",3.46586345
news_plf11s04427,1,1,good,"[30, 5, 47, 352, 54, 155, 35, 121, 61, 69, 148, 13, 125, 129, 64, 192, 77, 133, 127, 99, 189, 43]",4.3699422
news_plf11s04428,1,1,good,"[46, 54, 53, 131, 72, 54, 94, 52, 76, 126, 104, 76, 37, 101, 18, 90, 121, 68, 52, 70]",3.78481013
news_plf11s04429,1,1,good,"[24, 109, 72, 94, 43, 205, 206, 61, 35, 34, 48, 45, 85, 135]",3.76100629
news_plf11s04434,1,1,good,"[10, 5, 0, 137, 113, 54, 31, 75, 102, 34, 61, 62, 57, 27, 40, 104, 201, 116, 187]",3.82702703
news_plf11s04449,1,1,average,"[15, 3, 36, 218, 22, 79, 125, 79, 80, 60, 115, 91, 48, 74]",3.4717608
news_plf11s04450,1,1,poor,"[28, 99, 151, 126, 272, 68, 76, 71, 146, 52]",4.06343284
news_plf11s04451,1,1,average,"[21, 40, 139, 46, 115, 13, 46, 129, 48, 157, 51, 91, 108]",3.53521127
news_plf11s04452,1,1,good,"[3, 30, 51, 200, 48, 241, 95, 39, 73, 137, 97, 37, 83]",3.88356164
news_plf11s04453,1,1,good,"[63, 130, 51, 207, 34, 32, 86, 30, 57, 59, 38, 23, 73, 113, 67, 66, 114]",3.40547945
news_plf11s04454,1,1,good,"[57, 38, 73, 55, 39, 82, 77, 6, 82, 76, 103, 36, 16, 16, 25, 124]",3.35185185
news_plf11s04455,1,1,good,"[2, 35, 0, 218, 82, 74, 43, 70, 91, 16, 49, 58, 22, 94, 22, 80, 108, 134, 99]",3.63305322
news_plf11s04456,1,1,good,"[82, 0, 56, 118, 89, 139, 68, 48, 69, 50, 34, 71, 57]",3.48221344
news_plf11s04457,1,1,good,"[21, 169, 224, 52, 75, 135, 24, 62, 129]",4.08715596
news_plf11s04458,1,1,good,"[6, 16, 90, 90, 51, 93, 110, 174, 51, 113, 40, 111]",3.6627907
news_plf11s04459,1,1,average,"[53, 0, 47, 96, 52, 173, 106, 76, 45, 69, 45, 38, 33, 120, 166]",3.91258741
news_plf11s04461,1,1,good,"[23, 56, 76, 50, 74, 61, 254, 90, 217, 71, 121, 80, 54, 198, 155, 116]",4.25062657
news_plf11s04462,1,1,average,"[0, 30, 32, 61, 33, 33, 95, 42, 25, 100, 82, 64, 36, 30]",3.0412844
news_plf11s04463,1,1,good,"[1, 17, 466, 45, 20, 81, 25, 28, 77, 48, 55, 43, 110, 109]",4.26136364
news_plf11s04464,1,1,average,"[33, 128, 32, 43, 34, 40, 191, 13, 16, 36, 32, 100, 145, 78, 129, 56]",3.80068729
news_plf11s04465,1,1,average,"[6, 26, 0, 85, 104, 42, 13, 36, 72, 80, 68, 66, 72, 83, 106, 69, 87, 47, 73, 76]",3.47988506
news_plf11s04466,1,1,average,"[32, 6, 0, 38, 44, 92, 167, 75, 25, 79, 56, 52, 92, 79, 80]",3.38376384
news_plf11s04467,1,1,good,"[45, 81, 114, 70, 92, 100, 131, 49, 101, 30, 65, 152, 309, 119]",4.3264095
news_plf11s04468,1,1,good,"[0, 25, 103, 143, 148, 17, 52, 25, 22, 51, 24, 90, 36, 126, 77, 35, 46, 68]",3.45396825
news_plf11s04469,1,1,good,"[4, 8, 86, 69, 114, 31, 79, 195, 63, 40, 127, 119, 50, 59, 57]",3.36697248
news_plf11s04470,1,1,good,"[60, 75, 111, 143, 66, 102, 117, 61, 99, 62, 76, 41, 65]",3.74305556
news_plf11s04471,1,1,good,"[2, 24, 79, 75, 101, 18, 82, 56, 73, 66, 46, 43, 99, 72, 79]",3.29136691
news_plf11s04472,1,1,good,"[22, 280, 63, 82, 67, 108, 57, 117, 66, 88]",3.78486056
news_plf11s04473,1,1,good,"[10, 2, 166, 30, 13, 38, 41, 65, 106, 81, 9, 73, 77, 39, 26, 57, 74]",3.27436823
news_plf11s04474,1,1,good,"[18, 9, 97, 24, 55, 15, 19, 48, 63, 99, 19, 92, 50, 79, 66, 39]",2.98867925
news_plf11s04476,1,1,good,"[72, 0, 38, 218, 60, 48, 105, 27, 69, 36, 56, 42, 36, 124]",3.58076923
news_plf11s04477,1,1,good,"[39, 152, 218, 36, 115, 89, 125, 72, 123, 169, 42, 81, 151, 111, 98]",4.04239401
news_plf11s04478,1,1,good,"[26, 47, 38, 99, 157, 106, 127, 28, 136, 155, 73, 100]",3.886121
news_plf11s04479,1,1,average,"[2, 8, 38, 136, 179, 209, 207, 47, 63, 134]",4.24481328
news_plf11s04480,1,1,good,"[15, 112, 62, 60, 29, 49, 46, 51, 30, 57, 130, 61, 50, 65]",3.47659574
news_plf11s04481,1,1,average,"[15, 67, 171, 84, 21, 97, 70, 89, 95, 81, 28, 30, 34, 160, 98, 62, 74, 67, 42]",3.66402116
news_plf11s04482,1,1,good,"[21, 43, 10, 208, 31, 64, 60, 51, 59, 37, 30, 69, 64, 203, 22, 50, 74, 52, 34, 78, 58, 86, 41, 37, 37]",3.4058296
news_plf11s04483,1,1,average,"[41, 142, 189, 179, 185, 83, 123, 61, 220, 50]",4.01577287
news_plf11s04484,1,1,good,"[41, 80, 63, 152, 97, 21, 77, 107, 148, 65, 28, 37, 107, 71, 45, 43, 96, 79]",3.61866667
news_plf11s04486,1,1,good,"[22, 21, 35, 202, 73, 88, 26, 39, 59, 69, 25, 139, 21, 66, 38, 64, 99, 90, 28, 61, 8]",3.48767123
news_plf11s04487,1,1,good,"[43, 0, 49, 48, 42, 120, 108, 28, 54, 60, 45, 118, 34, 306, 29, 78, 58, 261, 43, 49, 91]",3.99040767
news_plf11s04488,1,1,good,"[34, 43, 97, 119, 31, 61, 86, 139, 69, 121, 72, 39]",3.55859375
news_plf11s04489,1,1,average,"[15, 3, 36, 225, 22, 79, 147, 41, 106, 72, 33, 82, 57, 80, 79, 55]",3.55974843
news_plf11s04491,1,1,average,"[84, 43, 46, 128, 33, 112, 23, 35, 11, 143, 59, 65, 132, 57, 50, 78, 41, 117, 49, 60, 85]",3.58271605
news_plf11s04492,1,1,average,"[9, 20, 64, 32, 161, 31, 76, 166, 104, 39, 45, 44, 147, 9, 30, 61, 64, 82]",3.53432836
news_plf11s04493,1,1,good,"[21, 49, 288, 38, 56, 96, 138, 85, 66, 27]",4.09478673
news_plf11s04494,1,1,average,"[15, 9, 70, 108, 136, 87, 183, 50, 96, 106, 120, 40, 121, 116, 25, 128]",4.13489736
news_plf11s04495,1,1,good,"[3, 5, 45, 65, 66, 100, 104, 41, 167, 3, 113, 24, 10, 111, 60, 22, 0, 52, 46, 72]",3.465625
news_plf11s04496,1,1,good,"[3, 46, 55, 48, 53, 100, 140, 11, 4, 71, 58, 30, 72, 17, 34, 68, 56, 54, 86]",3.39864865
